strava_id,athlete_id,name,date,distance_m,duration_s,elevation_m,avg_heartrate,avg_pace_s_per_km
12170476382,127270170,Morning Run,2024-08-17 12:13:07,8304.7,2643,38.7,,318.2535190915987
12359473516,127270170,Océan X Strava,2024-09-08 14:18:09,7183.6,2425,39.4,,337.5744751934963
12408582893,127270170,Lunch Run,2024-09-14 14:17:21,4881.5,1641,27.6,,336.16716173307384
12428252942,127270170,Evening Run,2024-09-16 22:30:10,3228.8,1075,5.8,,332.9410307234886
12437132457,127270170,Evening Run,2024-09-17 22:22:13,1657.3,548,3.4,,330.65829964399927
12836277234,127270170,Morning Run w Alexis,2024-11-06 12:10:34,4570.9,1374,46.9,,300.5972565577895
13034466244,127270170,Evening Run,2024-12-03 01:05:44,6112.5,2095,29.6,,342.7402862985685
13068782316,127270170,Evening Run,2024-12-07 23:52:01,4065.8,1284,20.9,,315.8050076245757
13076100715,127270170,Evening Run,2024-12-08 23:22:51,11158.6,4382,70.7,,392.7015933898518
13103613057,127270170,Evening Run avec Alexis,2024-12-12 23:26:06,5176.3,1601,2.1,,309.29428356161736
13114747555,127270170,Morning run with Almu,2024-12-14 15:04:20,4887.4,1812,51.2,,370.7492736424275
13125105967,127270170,Night Run,2024-12-16 02:21:14,6487.2,2377,37.6,,366.4138611419411
13131821356,127270170,Night Run,2024-12-17 02:33:27,4572.3,1338,22.1,,292.6317170789318
13197783372,127270170,Night Run,2024-12-27 01:45:39,4809.2,1614,22.0,,335.6067537220328
13208101760,127270170,Morning Run,2024-12-28 12:41:26,8583.5,2931,49.0,,341.4690976874235
13241808148,127270170,Afternoon Run w Alexis,2025-01-01 21:29:15,5520.8,1781,2.3,,322.5981741776554
13264503005,127270170,Morning run,2025-01-04 13:51:00,10204.9,3246,84.7,,318.0824897843193
13286121415,127270170,Evening Run,2025-01-07 00:16:01,4779.6,1698,50.9,,355.25985438111974
13304066036,127270170,Evening Run,2025-01-09 00:02:01,9347.8,2843,77.0,,304.1357324718116
13325090679,127270170,Morning Run,2025-01-11 13:05:45,10205.4,3277,84.7,,321.1045132968821
13391783111,127270170,Cookie run 🍪,2025-01-18 18:36:07,23236.7,8334,92.7,,358.6567800074882
13458543112,127270170,Semi marathon de Central Park,2025-01-26 13:08:43,21408.9,7368,194.5,,344.15593514846626
13519736732,127270170,Manhattan 10K,2025-02-02 13:10:19,10193.8,3152,84.8,,309.20755753497224
13522946803,127270170,Afternoon Run,2025-02-02 15:08:09,7186.9,2525,39.5,,351.3336765503903
13542193530,127270170,Run solo sans les collègues 😿,2025-02-04 22:55:28,3167.1,1332,28.9,,420.5740267121341
13585575793,127270170,Oui j’ai pris l’avion pour passer de l’ouest à l’est.,2025-02-09 16:29:45,6926.2,2619,51.4,,378.12942161647084
13603936191,127270170,Evening Run,2025-02-11 22:35:36,10347.0,3510,88.8,,339.2287619599884
13725360530,127270170,Evening Run avec Jeanne,2025-02-25 17:42:00,8051.1,2995,23.9,,371.9988572990026
13726357105,127270170,Night Run,2025-02-25 19:53:57,1942.8,671,23.7,,345.3778052295656
13756019038,127270170,Dernière run avant le retour à NYC,2025-03-01 05:42:00,14250.1,7886,128.3,,553.3996252657876
13771521318,127270170,Afternoon Walk,2025-03-02 15:08:28,11636.5,3086,41.6,,265.2000171872986
13834532566,127270170,Morning Run,2025-03-09 14:08:09,7052.3,2250,37.4,,319.0448506161111
13881265158,127270170,2:20AM in NYC,2025-03-14 06:11:16,8002.7,2788,27.0,,348.3824209329352
13877817152,127270170,Night Run,2025-03-14 06:30:38,4135.7,1496,14.6,,361.72836521024254
13899792882,127270170,Semi Manhattan,2025-03-16 12:21:30,21467.1,6906,151.0,,321.7015805581565
14030930418,127270170,Morning Run,2025-03-30 14:08:55,7059.1,2149,37.3,,304.4297431683926
14165989900,127270170,Rétro 4-miler,2025-04-13 12:15:50,6563.7,2019,46.5,,307.60089583619
14245169408,127270170,Afternoon Run et/ou Marathon de Boston?,2025-04-21 17:31:10,9776.6,3139,101.7,,321.0727655831271
14278130962,127270170,Night Run,2025-04-25 01:58:50,3218.4,935,12.9,,290.5170270942083
14327690006,127270170,Reprise,2025-04-29 22:48:18,6303.7,2011,37.6,,319.0189888478195
14400259108,127270170,5K de Brooklyn,2025-05-06 22:07:58,5134.1,1468,34.9,,285.93132194542375
14436836795,127270170,Semi Mother’s Day at Rockaway beach,2025-05-10 13:01:02,19815.5,6547,4.7,,330.39792081956045
14507005128,127270170,Courir pour avoir le métro,2025-05-17 09:02:20,408.5,162,3.7,,396.57282741738067
14510330690,127270170,J’aime trop être volontaire,2025-05-17 10:21:35,0.0,21600,0.0,,
14581670097,127270170,Lunch Run,2025-05-24 13:54:41,5550.6,1709,35.7,,307.89464202068245
14733397804,127270170,Morning Run,2025-06-08 10:59:26,6280.9,1838,38.3,,292.6332213536277
14802499354,127270170,Queens 10K,2025-06-14 12:15:01,9305.9,3189,25.2,,342.68582297252283
15091787559,127270170,Reprise,2025-07-12 16:45:08,3155.5,988,14.9,,313.104103945492
15165892676,127270170,Laundry <—> ATM,2025-07-19 13:20:42,4584.5,1388,38.3,,302.7592976333297
15465793406,127270170,Morning Run,2025-08-15 09:26:20,7751.3,2407,32.9,,310.52855650019995
15552003742,127270170,Evening Run,2025-08-22 23:07:16,2500.4,804,20.9,,321.54855223164293
15553611355,127270170,Night Run,2025-08-23 05:47:23,2421.9,764,13.1,,315.4548082084314
15559190056,127270170,Morning Run,2025-08-23 14:07:21,7028.5,2101,37.4,,298.9258020914847
15637924439,127270170,Hello it’s me,2025-08-30 13:40:08,7109.8,2176,17.7,,306.0564291541253
15649959820,127270170,Morning Run,2025-08-31 14:11:17,6954.9,2148,37.6,,308.846999956865
15838000585,127270170,I’m cooked,2025-09-17 01:21:06,10556.0,3423,93.9,,324.2705570291777
15849547067,127270170,I’m definitely overcooked,2025-09-18 01:38:06,6205.3,1853,71.6,,298.6156994827003
15888618379,127270170,18 Miles,2025-09-21 11:03:28,29429.7,9723,254.4,,330.380533950397
16053610781,127270170,Lunch Run,2025-10-06 16:29:16,3506.6,1062,17.8,,302.85746877317064
16079874890,127270170,Post work,2025-10-08 22:12:27,5021.4,1493,31.3,,297.3274385629506
16148322581,127270170,Welcome to NYC run,2025-10-15 11:44:04,6047.8,2171,39.5,,358.97351102880384
16252690488,127270170,pink October run,2025-10-25 14:17:33,7131.5,2427,37.4,,340.32111056579964
16264163555,127270170,Adidas x 4F,2025-10-26 14:31:25,8577.6,3546,60.6,,413.40235030777836
16322304174,127270170,Morning Run,2025-11-01 14:21:07,4725.1,1673,27.8,,354.06658060146873
16666451839,127270170,Morning Run,2025-12-06 13:09:53,15402.3,4951,106.9,,321.4454983995897
16772124827,127270170,Evening Run with colleagues,2025-12-17 22:44:03,9773.3,3489,66.7,,356.9930320362621
16815538924,127270170,Evening run with colleagues,2025-12-22 22:40:37,10272.8,3540,67.0,,344.59933027022817
16878392946,127270170,Maybe I should have worn a sweatshirt...,2025-12-29 21:46:49,8934.9,2777,50.5,,310.8037023357844
16893877426,127270170,"Last run of the year, closer to 2030",2025-12-31 11:54:17,3641.5,1301,12.8,,357.2703556226829
16895326278,127270170,Morning Run,2025-12-31 11:56:00,12644.9,4695,83.0,,371.29593749258595
17064088975,127270170,Afternoon Run with colleagues,2026-01-15 22:31:44,8834.6,3013,48.9,,341.04543499422726
17253431657,127270170,Morning Run,2026-02-01 18:42:48,175.4,60,0.0,,342.0752565564424
17530069032,127270170,Morning run,2026-02-26 12:23:43,7346.5,2328,53.4,,316.8855917783979
17554532514,127270170,Morning Run,2026-02-28 15:18:11,5240.7,1817,37.3,,346.7094090484096
17776268660,127270170,Premiere run Paris,2026-03-19 07:22:09,4215.4,1377,11.5,,326.6593917540447
17824992665,127270170,Morning Run,2026-03-23 08:23:47,6027.8,2080,92.1,,345.06785228441555
17850297484,127270170,Morning Run,2026-03-25 07:40:57,3936.2,1352,67.7,,343.4784817844622
17884595391,127270170,Morning Run,2026-03-28 08:05:40,1910.0,595,10.4,,311.5183246073299
